5.5461 0.0011 0.9922
5.5934 -0.0061 0.9955
5.5934 -0.0061 0.9955
5.6378 -0.0123 0.9994
5.6378 -0.0123 0.9994
5.6809 -0.0170 1.0054
5.6809 -0.0170 1.0054
5.7235 -0.0203 1.0131
5.7235 -0.0203 1.0131
5.7652 -0.0228 1.0210
5.7652 -0.0228 1.0210
5.8064 -0.0247 1.0281
5.8064 -0.0247 1.0281
5.8463 -0.0263 1.0332
5.8463 -0.0263 1.0332
5.8853 -0.0278 1.0356
5.8853 -0.0278 1.0356
5.9240 -0.0293 1.0355
5.9240 -0.0293 1.0355
5.9632 -0.0308 1.0330
5.9632 -0.0308 1.0330
6.0035 -0.0321 1.0280
6.0035 -0.0321 1.0280
6.0455 -0.0326 1.0201
6.0455 -0.0326 1.0201
6.0894 -0.0315 1.0083
6.0894 -0.0315 1.0083
6.1333 -0.0285 0.9999
6.1333 -0.0285 0.9999
6.1774 -0.0228 0.9960
6.1774 -0.0228 0.9960
6.2245 -0.0151 0.9957
6.2245 -0.0151 0.9957
6.2738 -0.0080 0.9981
6.2738 -0.0080 0.9981
6.3227 -0.0022 1.0010
6.3227 -0.0022 1.0010
6.3689 0.0033 1.0040
6.3689 0.0033 1.0040
6.4140 0.0074 1.0081
6.4140 0.0074 1.0081
6.4584 0.0099 1.0139
6.4584 0.0099 1.0139
6.5017 0.0114 1.0210
6.5017 0.0114 1.0210
6.5438 0.0118 1.0279
6.5438 0.0118 1.0279
6.5846 0.0119 1.0333
6.5846 0.0119 1.0333
6.6241 0.0117 1.0366
6.6241 0.0117 1.0366
6.6630 0.0114 1.0375
6.6630 0.0114 1.0375
6.7017 0.0109 1.0354
6.7017 0.0109 1.0354
6.7408 0.0103 1.0307
6.7408 0.0103 1.0307
6.7813 0.0094 1.0237
6.7813 0.0094 1.0237
6.8251 0.0074 1.0121
6.8251 0.0074 1.0121
6.8699 0.0038 1.0013
6.8699 0.0038 1.0013
6.9154 -0.0020 0.9952
6.9154 -0.0020 0.9952
6.9630 -0.0096 0.9948
6.9630 -0.0096 0.9948
7.0122 -0.0172 0.9966
7.0122 -0.0172 0.9966
7.0608 -0.0228 0.9974
7.0608 -0.0228 0.9974
7.1069 -0.0270 0.9977
7.1069 -0.0270 0.9977
7.1514 -0.0302 0.9996
7.1514 -0.0302 0.9996
7.1955 -0.0318 1.0041
7.1955 -0.0318 1.0041
7.2388 -0.0322 1.0108
7.2388 -0.0322 1.0108
7.2813 -0.0321 1.0185
7.2813 -0.0321 1.0185
7.3228 -0.0319 1.0255
7.3228 -0.0319 1.0255
7.3634 -0.0314 1.0304
7.3634 -0.0314 1.0304
7.4037 -0.0307 1.0325
7.4037 -0.0307 1.0325
7.4442 -0.0301 1.0317
7.4442 -0.0301 1.0317
7.4856 -0.0296 1.0280
7.4856 -0.0296 1.0280
7.5288 -0.0290 1.0207
7.5288 -0.0290 1.0207
7.5743 -0.0272 1.0084
7.5743 -0.0272 1.0084
7.6200 -0.0237 0.9983
7.6200 -0.0237 0.9983
7.6654 -0.0175 0.9931
7.6654 -0.0175 0.9931
